Nama Jalan,Latitude,Longtitude,Lajur,Waktu,Hari,Tanggal,MOTOR,MOBIL,BUS/TRUK,JUMLAH,HEADWAY(s),GAP(s),85 P SPEED (Km/Jam),AVG. SPEED (Km/Jam),OCCUPANCY (%),LEBAR JALAN (m),PANJANG ANTRIAN (m)
SP. CIBEREUM,-6.917224,107.574382,LURUS,PAGI,SENIN,11-04-2022 7:00,2272,742,166,3180,0.16,1.24,40.50,18.38,62.13,9.5,520
SP. PASTEUR,-6.892133857,107.5811173,Lurus kanan,PAGI,SELASA,19-04-2022 07:00,1174,1633,172,2979,0.00,1.02,47.75,21.31,62.13,14,520
SP. BUAH BATU,-6.947987,107.633434,BELOK KIRI,SORE,SELASA,26-04-2022 16:00,1431,772,106,2309,0.02,1.12,50.25,28.94,62.12,21,520
SP. SAMSAT,-6.945438,107.641889,BELOK KANAN,SORE,SABTU,16-04-2022 16:00,391,536,120,1047,0.03,7.74,30.75,10.54,62.11,21,520
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,SORE,SELASA,26-04-2022 16:00,951,238,60,1249,0.11,1.41,38.75,32.31,62.09,14,520
SP. SAMSAT,-6.945438,107.641889,Lurus kanan,PAGI,KAMIS,21-04-2022 07:00,459,505,61,1025,0.00,4.36,40.25,9.94,62.08,21,520
SP. ISTANA PLAZA,-6.906442307,107.5975451,Belok kanan,SIANG,SABTU,23-04-2022 12:00,1024,1171,153,2348,0.06,1.43,40.00,20.56,62.07,14,520
SP. PASTEUR,-6.892133857,107.5811173,Lurus kanan,PAGI,JUMAT,22-04-2022 07:00,1181,1772,158,3111,0.02,1.65,49.25,19.62,62.07,14,520
SP. BATUNUNGGAL,-6.949535,107.626064,Lurus kanan,PAGI,JUMAT,22-04-2022 07:00,719,523,158,1400,0.10,1.00,58.50,37.06,62.05,14,520
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SORE,SELASA,05-04-2022 16:00,1522,918,334,2774,0.02,0.65,45.00,33.31,62.04,21,520
SP. PASIR KALIKI,-6.900525,107.597353,LURUS KANAN,SORE,SENIN,18-04-2022 16:00,252,614,70,936,0.59,4.02,29.25,8.64,62.00,14,520
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KANAN,PAGI,SELASA,05-04-2022 7:00,1444,781,63,2288,0.09,1.25,41.25,28.31,61.99,14,520
SP. M TOHA,-6.948332,107.609386,Belok kiri,PAGI,RABU,20-04-2022 07:00,1471,221,173,1865,0.00,1.88,46.25,26.31,61.99,12.5,520
SP. PASTEUR,-6.892133857,107.5811173,Lurus kanan,SIANG,SELASA,19-04-2022 12:00,1044,2105,157,3306,0.00,1.29,39.50,15.62,61.98,14,520
SP. BUAH BATU,-6.947987,107.633434,Lurus kanan,SIANG,KAMIS,21-04-2022 12:00,706,1011,254,1971,0.01,2.39,39.25,16.94,61.96,21,520
SP. SAMSAT,-6.945438,107.641889,Lurus kanan,PAGI,KAMIS,21-04-2022 07:00,2590,1142,263,3995,0.00,0.55,42.50,36.19,61.95,21,520
SP. PASIR KALIKI,-6.900525,107.597353,Lurus,SORE,RABU,20-04-2022 16:00,320,471,73,864,0.41,7.03,46.25,26.69,61.92,14,520
SP. BATUNUNGGAL,-6.949535,107.626064,LURUS KIRI,SORE,RABU,06-04-2022 16:00,340,293,114,747,2.58,14.47,44.25,29.75,61.91,14,520
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,PAGI,SELASA,26-04-2022 07:00,1119,883,177,2179,0.11,4.45,40.00,16.44,61.88,21,520
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KANAN,SORE,RABU,27-04-2022 16:00,715,439,163,1317,0.20,2.30,42.25,24.44,61.87,6,520
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SIANG,JUMAT,15-04-2022 12:00,449,550,105,1104,0.32,6.12,34.75,15.56,61.85,21,520
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SIANG,KAMIS,28-04-2022 12:00,481,666,255,1402,0.10,10.69,51.75,19.00,61.85,21,520
SP. PASIR KALIKI,-6.900525,107.597353,LURUS,SIANG,SELASA,05-04-2022 12:00,220,347,113,680,0.17,5.37,50.50,21.06,61.85,14,520
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,PAGI,RABU,13-04-2022 07:00,430,476,47,953,0.08,4.80,31.00,12.71,61.85,21,520
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KIRI,SORE,SELASA,12-04-2022 16:00,1972,748,193,2913,0.01,0.85,35.00,22.38,61.85,6,520
SP. BUAH BATU,-6.947987,107.633434,BELOK KIRI,SIANG,SABTU,16-04-2022 12:00,134,331,97,562,0.25,4.77,46.50,21.75,61.83,21,520
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SIANG,JUMAT,01-04-2022 12:00,581,744,293,1618,0.31,5.90,38.00,14.31,61.82,21,520
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SIANG,SENIN,18-04-2022 12:00,801,781,264,1846,0.01,2.30,40.00,19.94,61.82,21,520
SP. PASIR KOJA,-6.930399,107.57604,Lurus kanan,PAGI,SELASA,19-04-2022 16:00,430,454,347,1231,0.04,3.62,45.00,25.06,61.81,22,520
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SORE,JUMAT,08-04-2022 16:00,615,499,82,1196,0.03,3.31,37.50,13.88,61.81,21,520
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SIANG,KAMIS,07-04-2022 12:00,159,288,18,465,0.96,4.07,47.50,26.25,61.80,21,520
SP. BUAH BATU,-6.947987,107.633434,Belok kiri,PAGI,SABTU,23-04-2022 07:00,1807,459,74,2340,0.15,1.12,51.00,30.44,61.80,21,520
SP. PASIR KALIKI,-6.900525,107.597353,LURUS,SIANG,SABTU,30-04-2022 12:00,183,409,44,636,1.46,7.65,48.00,28.94,61.80,14,520
SP. PASIR KALIKI,-6.900525,107.597353,LURUS KANAN,SIANG,SABTU,30-04-2022 12:00,313,809,13,1135,0.33,3.93,26.00,12.54,61.80,14,520
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SORE,KAMIS,28-04-2022 16:00,377,534,162,1073,0.30,6.56,35.50,17.12,61.80,21,520
SP. PASIR KALIKI,-6.900525,107.597353,LURUS KANAN,PAGI,RABU,27-04-2022 07:00,515,599,97,1211,0.21,5.97,38.50,19.34,61.75,14,510
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SIANG,KAMIS,07-04-2022 12:00,1313,1836,538,3687,0.00,3.85,43.25,12.81,61.74,21,510
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SORE,SENIN,25-04-2022 16:00,734,512,275,1521,0.53,2.45,41.00,13.09,61.73,12.5,510
SP. SAMSAT,-6.945438,107.641889,BELOK KANAN,SIANG,RABU,06-04-2022 12:00,338,725,661,1724,0.09,3.16,32.00,15.56,61.73,21,510
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SORE,SENIN,25-04-2022 16:00,881,889,209,1979,0.64,2.40,41.25,18.00,61.70,21,510
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SIANG,SENIN,25-04-2022 12:00,823,826,184,1833,0.09,1.62,42.50,26.50,61.69,21,510
SP. BATUNUNGGAL,-6.949535,107.626064,LURUS KIRI,PAGI,SELASA,26-04-2022 07:00,443,375,120,938,0.10,3.91,45.00,30.06,61.68,14,510
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,SORE,RABU,13-04-2022 16:00,225,1221,735,2181,0.00,2.14,52.25,22.06,61.68,22,510
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,PAGI,SENIN,18-04-2022 07:00,902,326,71,1299,0.51,1.79,39.00,32.94,61.67,12.5,510
SP. PASTEUR,-6.892133857,107.5811173,Lurus kanan,SORE,SELASA,19-04-2022 16:00,1543,2417,194,4154,0.04,0.80,40.00,23.75,61.65,14,510
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SORE,SELASA,26-04-2022 16:00,548,887,284,1719,1.09,3.60,50.00,16.69,61.64,21,510
SP. PASIR KALIKI,-6.900525,107.597353,LURUS KANAN,PAGI,RABU,27-04-2022 07:00,364,684,23,1071,0.83,3.85,30.00,16.47,61.64,14,510
SP. UJUNG BERUNG,-6.914068,107.699412,Lurus kiri,PAGI,JUMAT,22-04-2022 07:00,3185,799,151,4135,0.00,0.98,41.25,28.56,61.64,6,510
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,PAGI,SABTU,30-04-2022 07:00,338,344,49,731,0.88,6.20,30.00,15.37,61.62,21,510
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SORE,KAMIS,28-04-2022 16:00,466,403,231,1100,1.72,4.38,38.75,15.25,61.57,12.5,510
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SIANG,SELASA,12-04-2022 12:00,1308,1735,586,3629,0.00,1.26,42.50,14.75,61.57,21,510
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,PAGI,KAMIS,14-04-2022 07:00,216,656,678,1550,0.09,5.57,63.75,21.50,61.56,22,510
SP. BUAH BATU,-6.947987,107.633434,Lurus kanan,SORE,RABU,20-04-2022 16:00,1044,642,331,2017,0.02,2.96,42.75,23.62,61.51,21,510
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,PAGI,JUMAT,01-04-2022 7:00,468,363,13,844,0.04,3.20,38.00,18.62,61.50,21,510
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,SIANG,JUMAT,29-04-2022 12:00,1034,242,66,1342,0.51,3.26,43.00,28.62,61.48,12.5,510
SP. SAMSAT,-6.945438,107.641889,Lurus kanan,PAGI,MINGGU,24-04-2022 16:00,942,1216,325,2483,0.00,2.12,40.50,16.69,61.47,21,510
SP. SAMSAT,-6.945438,107.641889,BELOK KANAN,SIANG,MINGGU,03-04-2022 12:00,889,1508,271,2668,0.00,2.92,36.00,13.62,61.46,21,510
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SIANG,SENIN,18-04-2022 12:00,1222,854,539,2615,0.19,1.33,44.25,29.88,61.46,21,510
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SORE,SABTU,30-04-2022 16:00,177,305,6,488,0.29,7.33,45.50,23.81,61.43,21,510
SP. CIBEREUM,-6.917224,107.574382,LURUS,SIANG,KAMIS,07-04-2022 12:00,974,1806,239,3019,0.00,0.89,40.00,19.75,61.40,9.5,510
SP. BUAH BATU,-6.947987,107.633434,Lurus kanan,SIANG,RABU,20-04-2022 12:00,832,1213,213,2258,0.11,1.16,41.75,20.75,61.39,21,510
SP. SAMSAT,-6.945438,107.641889,Lurus kanan,SORE,MINGGU,24-04-2022 12:00,1566,937,169,2672,0.00,1.30,39.25,29.94,61.38,21,510
SP. BUAH BATU,-6.947987,107.633434,BELOK KIRI,SORE,JUMAT,01-04-2022 16:00,1594,807,125,2526,0.00,0.83,50.75,31.44,61.37,21,510
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SORE,JUMAT,15-04-2022 16:00,89,433,4,526,1.16,4.74,44.25,20.94,61.34,21,510
SP. BUAH BATU,-6.947987,107.633434,Belok kiri,SORE,SABTU,23-04-2022 16:00,1207,895,115,2217,0.02,1.20,52.25,33.19,61.32,21,510
SP. BUAH BATU,-6.947987,107.633434,Lurus kanan,SORE,SABTU,23-04-2022 16:00,167,370,15,552,1.01,11.54,48.00,19.25,61.32,21,510
SP. BUAH BATU,-6.947987,107.633434,BELOK KIRI,SIANG,SELASA,26-04-2022 12:00,1165,748,129,2042,0.08,1.43,54.75,33.75,61.32,21,510
SP. PASIR KOJA,-6.930399,107.57604,Lurus kanan,SIANG,KAMIS,21-04-2022 12:00,230,1057,716,2003,0.33,5.92,55.00,10.62,61.32,22,510
SP. BUAH BATU,-6.947987,107.633434,BELOK KIRI,SIANG,SENIN,11-04-2022 12:00,1327,842,152,2321,0.05,1.38,51.00,31.31,61.31,21,510
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,PAGI,SELASA,26-04-2022 07:00,524,420,81,1025,1.07,4.46,30.00,16.55,61.31,21,510
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,PAGI,SABTU,30-04-2022 07:00,207,109,17,333,5.96,16.85,48.50,22.62,61.30,21,510
SP. GEDE BAGE,-6.937128,107.692583,Lurus kanan,PAGI,JUMAT,22-04-2022 07:00,626,336,198,1160,0.20,3.04,38.25,17.06,61.28,7.2,510
SP. ISTANA PLAZA,-6.906442307,107.5975451,LURUS,SIANG,SELASA,26-04-2022 12:00,108,877,147,1132,2.57,11.94,65.25,33.38,61.26,14,510
SP. BATUNUNGGAL,-6.949535,107.626064,LURUS KIRI,SORE,SENIN,11-04-2022 16:00,322,324,229,875,0.87,2.93,44.25,27.44,61.24,14,510
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,PAGI,RABU,13-04-2022 07:00,566,256,341,1163,0.98,2.46,47.25,26.00,61.22,12.5,510
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KANAN,SORE,JUMAT,08-04-2022 16:00,1426,1112,143,2681,0.01,2.52,38.75,20.62,61.18,14,510
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,SORE,RABU,27-04-2022 16:00,297,681,218,1196,0.71,8.50,33.75,18.81,61.17,22,510
SP. GEDE BAGE,-6.937128,107.692583,Belok kiri,PAGI,KAMIS,21-04-2022 07:00,642,87,41,770,0.15,7.76,43.25,19.44,61.16,7.2,510
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SORE,MINGGU,17-04-2022 16:00,525,1066,81,1672,0.14,1.40,42.50,19.81,61.15,21,510
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,SIANG,RABU,13-04-2022 12:00,350,600,397,1347,1.35,7.90,39.50,18.75,61.14,22,510
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,SORE,SABTU,02-04-2022 16:00,185,1022,555,1762,0.01,3.63,58.25,16.81,61.13,22,510
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SIANG,SABTU,09-04-2022 12:00,89,309,16,414,1.32,8.72,48.75,20.38,61.12,21,510
SP. BUAH BATU,-6.947987,107.633434,BELOK KIRI,SIANG,SENIN,18-04-2022 12:00,1349,945,188,2482,0.68,2.13,52.25,27.94,61.12,21,510
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,SORE,RABU,27-04-2022 16:00,635,342,7,984,0.37,2.91,64.25,36.69,61.12,14,510
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SIANG,SELASA,05-04-2022 12:00,1039,815,511,2365,0.08,2.60,45.00,33.62,61.10,21,510
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KANAN,SORE,SELASA,05-04-2022 16:00,1378,984,174,2536,0.01,0.91,40.00,23.88,61.06,14,510
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SORE,KAMIS,07-04-2022 16:00,1675,1751,262,3688,0.00,0.68,42.75,14.69,61.06,21,510
SP. BUAH BATU,-6.947987,107.633434,Lurus kanan,SORE,RABU,20-04-2022 16:00,622,883,367,1872,0.40,5.36,51.00,16.81,61.04,21,510
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SIANG,SENIN,11-04-2022 12:00,448,362,284,1094,0.08,7.94,44.25,23.94,61.04,12.5,510
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SORE,SENIN,25-04-2022 16:00,426,911,227,1564,0.43,4.06,51.25,20.81,61.02,21,510
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,PAGI,KAMIS,07-04-2022 7:00,856,272,21,1149,0.70,1.94,39.00,14.44,61.01,21,510
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,PAGI,KAMIS,14-04-2022 07:00,1319,296,150,1765,0.02,4.16,46.00,22.31,61.00,12.5,510
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,PAGI,SABTU,16-04-2022 07:00,379,222,193,794,1.89,5.24,47.00,32.94,61.00,22,510
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SORE,SENIN,25-04-2022 16:00,1267,1959,329,3555,0.00,0.90,50.50,18.19,60.98,21,510
SP. SAMSAT,-6.945438,107.641889,Lurus kanan,SIANG,KAMIS,21-04-2022 12:00,911,916,546,2373,0.26,1.76,41.00,32.19,60.97,21,510
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SIANG,SABTU,30-04-2022 12:00,628,988,84,1700,0.61,2.79,36.00,19.81,60.95,21,510
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KANAN,SORE,JUMAT,29-04-2022 16:00,1199,1219,123,2541,0.14,1.42,38.00,22.56,60.95,14,510
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KANAN,SIANG,RABU,27-04-2022 12:00,666,740,93,1499,0.01,2.72,31.50,15.69,60.91,14,510
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,PAGI,KAMIS,14-04-2022 07:00,371,526,134,1031,0.09,3.84,29.00,16.49,60.91,21,510
SP. PASTEUR,-6.892133857,107.5811173,LURUS KANAN,PAGI,SENIN,11-04-2022 7:00,1307,1598,106,3011,0.04,0.62,46.00,20.62,60.90,14,510
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,SORE,SELASA,12-04-2022 16:00,1124,322,111,1557,0.08,3.28,39.50,16.81,60.84,12.5,510
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,SORE,JUMAT,15-04-2022 16:00,252,1581,802,2635,0.13,1.31,49.25,18.69,60.84,22,510
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,PAGI,RABU,06-04-2022 7:00,1251,754,155,2160,0.00,0.80,39.50,18.94,60.81,12.5,510
SP. M TOHA,-6.948332,107.609386,Lurus kanan,PAGI,JUMAT,22-04-2022 07:00,1178,728,141,2047,0.18,1.39,43.00,26.81,60.81,12.5,510
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,SIANG,SENIN,11-04-2022 12:00,258,883,851,1992,0.43,4.66,57.50,16.62,60.80,22,510
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SORE,SENIN,11-04-2022 16:00,781,869,239,1889,0.10,2.04,39.75,18.00,60.79,21,500
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,PAGI,RABU,13-04-2022 07:00,966,939,302,2207,0.01,1.92,53.50,27.19,60.79,21,500
SP. GEDE BAGE,-6.937128,107.692583,BELOK KIRI,PAGI,SELASA,05-04-2022 7:00,632,36,62,730,0.47,2.69,36.75,23.50,60.79,7.2,500
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,SORE,JUMAT,15-04-2022 16:00,880,525,103,1508,0.12,2.49,39.50,22.50,60.79,12.5,500
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SIANG,MINGGU,17-04-2022 12:00,389,260,126,775,0.46,3.72,41.75,22.19,60.76,12.5,500
SP. PASIR KALIKI,-6.900525,107.597353,LURUS,SORE,SELASA,26-04-2022 16:00,329,405,34,768,2.87,21.21,46.50,19.56,60.76,14,500
SP. SAMSAT,-6.945438,107.641889,Lurus kanan,PAGI,SELASA,19-04-2022 07:00,440,432,149,1021,0.09,4.91,30.00,13.43,60.76,21,500
SP. CIBEREUM,-6.917224,107.574382,Lurus,SORE,SELASA,19-04-2022 16:00,2714,1269,391,4374,0.01,0.24,39.50,20.25,60.75,9.5,500
SP. ISTANA PLAZA,-6.906442307,107.5975451,LURUS,SIANG,MINGGU,17-04-2022 12:00,118,741,99,958,1.08,4.65,67.50,38.81,60.75,14,500
SP. BATUNUNGGAL,-6.949535,107.626064,LURUS KIRI,SIANG,KAMIS,14-04-2022 12:00,267,317,217,801,3.81,12.51,45.00,29.56,60.73,14,500
SP. ISTANA PLAZA,-6.906442307,107.5975451,Belok kanan,PAGI,KAMIS,21-04-2022 07:00,1312,775,55,2142,0.01,1.44,42.00,28.75,60.73,14,500
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,PAGI,SENIN,18-04-2022 07:00,647,360,26,1033,0.38,1.29,41.50,17.88,60.73,21,500
SP. ISTANA PLAZA,-6.906442307,107.5975451,LURUS KIRI,SIANG,MINGGU,17-04-2022 12:00,418,1085,71,1574,0.23,2.61,49.50,25.69,60.72,14,500
SP. PASTEUR,-6.892133857,107.5811173,Lurus kanan,PAGI,RABU,20-04-2022 07:00,1108,1725,141,2974,0.00,1.13,45.00,22.12,60.72,14,500
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,SORE,JUMAT,29-04-2022 16:00,1508,391,102,2001,0.72,4.27,41.25,16.81,60.70,12.5,500
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,SORE,JUMAT,01-04-2022 16:00,489,739,159,1387,1.80,4.35,43.00,21.31,60.70,22,500
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,PAGI,SENIN,18-04-2022 07:00,423,366,193,982,0.18,3.48,40.50,21.50,60.66,12.5,500
SP. CIBEREUM,-6.917224,107.574382,Lurus,SORE,SABTU,23-04-2022 16:00,2586,968,267,3821,0.00,0.32,39.75,21.44,60.65,9.5,500
SP. SAMSAT,-6.945438,107.641889,Lurus kanan,SORE,JUMAT,22-04-2022 16:00,1219,1688,514,3421,0.00,0.81,48.00,14.50,60.65,21,500
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,PAGI,SABTU,02-04-2022 7:00,439,415,245,1099,0.10,1.99,44.75,26.56,60.64,22,500
SP. PASIR KALIKI,-6.900525,107.597353,LURUS,SIANG,KAMIS,07-04-2022 12:00,239,426,90,755,0.34,3.60,50.75,30.62,60.61,14,500
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SIANG,SENIN,11-04-2022 12:00,441,740,376,1557,0.52,2.66,51.00,17.44,60.59,21,500
SP. CIBEREUM,-6.917224,107.574382,Lurus,SIANG,SELASA,19-04-2022 12:00,2172,1018,451,3641,0.00,0.98,40.25,19.81,60.57,9.5,500
SP. ISTANA PLAZA,-6.906442307,107.5975451,LURUS KIRI,SORE,KAMIS,28-04-2022 16:00,641,1128,108,1877,0.24,2.46,46.25,22.69,60.53,14,500
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SIANG,SELASA,05-04-2022 12:00,502,299,233,1034,0.27,6.56,44.50,27.06,60.52,12.5,500
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SIANG,RABU,06-04-2022 12:00,1037,1618,489,3144,0.06,0.82,46.50,17.44,60.52,21,500
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KANAN,SORE,MINGGU,10-04-2022 16:00,1021,1047,42,2110,0.18,1.10,39.25,23.69,60.51,14,500
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SORE,SELASA,26-04-2022 16:00,255,268,5,528,0.66,24.59,43.50,18.00,60.49,21,500
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SIANG,RABU,13-04-2022 12:00,170,374,20,564,0.27,5.64,48.75,23.00,60.47,21,500
SP. M TOHA,-6.948332,107.609386,Belok kiri,SIANG,SELASA,19-04-2022 12:00,754,368,128,1250,0.00,2.60,45.00,26.62,60.47,12.5,500
SP. ISTANA PLAZA,-6.906442307,107.5975451,Lurus,SIANG,SABTU,23-04-2022 12:00,112,747,112,971,1.69,11.32,73.75,39.62,60.44,14,500
SP. M TOHA,-6.948332,107.609386,Lurus kanan,SORE,MINGGU,24-04-2022 12:00,380,388,146,914,1.23,3.42,39.75,21.19,60.44,12.5,500
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SORE,JUMAT,15-04-2022 16:00,914,920,608,2442,0.00,2.26,48.25,32.81,60.43,21,500
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,PAGI,SELASA,12-04-2022 7:00,1874,107,217,2198,0.00,5.77,50.25,17.75,60.42,21,500
SP. BUAH BATU,-6.947987,107.633434,BELOK KIRI,PAGI,RABU,27-04-2022 07:00,2211,723,114,3048,0.01,1.16,50.50,32.06,60.42,21,500
SP. BUAH BATU,-6.947987,107.633434,Lurus kanan,SORE,JUMAT,22-04-2022 16:00,184,396,24,604,3.33,6.12,43.50,19.56,60.39,21,500
SP. ISTANA PLAZA,-6.906442307,107.5975451,LURUS KIRI,SORE,SENIN,18-04-2022 16:00,1599,103,144,1846,0.04,9.46,50.00,24.81,60.37,14,500
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,SORE,KAMIS,07-04-2022 16:00,1480,119,1280,2879,0.01,2.24,55.50,15.12,60.37,22,500
SP. SAMSAT,-6.945438,107.641889,Lurus kanan,PAGI,RABU,20-04-2022 07:00,2113,918,190,3221,0.00,0.80,44.75,35.00,60.30,21,500
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SORE,SELASA,05-04-2022 16:00,365,935,318,1618,0.23,8.08,52.00,20.38,60.29,21,500
SP. GEDE BAGE,-6.937128,107.692583,BELOK KIRI,PAGI,SELASA,05-04-2022 7:00,408,73,66,547,5.19,9.07,50.75,23.00,60.29,7.2,500
SP. PASTEUR,-6.892133857,107.5811173,LURUS KANAN,SORE,JUMAT,08-04-2022 16:00,1392,2367,188,3947,0.00,0.91,39.75,23.38,60.28,14,500
SP. SAMSAT,-6.945438,107.641889,Lurus kanan,PAGI,SELASA,19-04-2022 07:00,446,678,167,1291,0.52,3.13,30.25,15.00,60.25,21,500
SP. BATUNUNGGAL,-6.949535,107.626064,LURUS KIRI,SORE,SELASA,26-04-2022 16:00,376,375,107,858,0.27,6.21,44.75,22.56,60.22,14,500
SP. CIBEREUM,-6.917224,107.574382,Belok kiri,SORE,SELASA,19-04-2022 16:00,1047,461,115,1623,0.10,1.16,39.50,25.44,60.22,9.5,500
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,PAGI,JUMAT,15-04-2022 07:00,1034,1096,262,2392,0.17,1.01,43.75,16.06,60.19,21,500
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,PAGI,JUMAT,15-04-2022 07:00,255,204,171,630,3.71,11.67,49.50,28.12,60.18,12.5,500
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,PAGI,SENIN,25-04-2022 07:00,205,1270,600,2075,0.00,2.06,60.00,19.88,60.17,22,500
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,PAGI,SABTU,02-04-2022 7:00,599,346,274,1219,1.92,3.49,42.50,28.94,60.16,22,500
SP. CIBEREUM,-6.917224,107.574382,LURUS,SORE,SENIN,25-04-2022 16:00,839,895,503,2237,0.01,3.87,115.25,54.62,60.14,9.5,500
SP. GEDE BAGE,-6.937128,107.692583,BELOK KIRI,PAGI,SENIN,11-04-2022 7:00,841,58,16,915,3.85,7.17,35.50,22.81,60.13,7.2,500
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,SORE,SELASA,05-04-2022 16:00,322,1132,1029,2483,0.85,3.21,56.50,22.00,60.13,22,500
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,PAGI,SELASA,12-04-2022 7:00,1288,726,138,2152,0.16,2.71,40.50,21.06,60.12,12.5,500
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SIANG,SENIN,11-04-2022 12:00,805,803,238,1846,0.04,2.91,38.75,17.75,60.11,12.5,500
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,PAGI,JUMAT,01-04-2022 7:00,184,760,545,1489,0.22,6.07,66.50,15.56,60.11,22,500
SP. PASIR KALIKI,-6.900525,107.597353,LURUS KANAN,PAGI,KAMIS,07-04-2022 7:00,444,796,37,1277,0.82,3.06,36.50,16.59,60.10,14,500
SP. M TOHA,-6.948332,107.609386,Lurus kanan,PAGI,MINGGU,24-04-2022 16:00,440,145,107,692,2.90,4.92,42.25,21.38,60.09,12.5,500
